date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:18:03	20/20	U-----	200	untouched ('OK')	text/plain	date:Mon,%2023%20Jun%202025%2014:29:59%20GMT	https://focusly-template.webflow.io/robots.txt		(from )
19:18:04	42818/42818	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2023:18:04%20GMT	https://focusly-template.webflow.io/	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/index.html	(from )
19:18:04	150323/150323	---MCZ	200	added ('OK')	text/css	etag:W/%22fdb4e2a9d6655cf6e1e217962640b692%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/css/focusly-template.webflow.shared.fdb4e2a9d.css	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/css/focusly-template.webflow.shared.fdb4e2a9d.css	(from https://focusly-template.webflow.io/)
19:18:05	330/330	---M--	200	added ('OK')	image/png	etag:%229f3417f2feb359a5ee6a187e99af5f71%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/68265a5a9db481a901c415fb_favicon.png	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/68265a5a9db481a901c415fb_favicon.png	(from https://focusly-template.webflow.io/)
19:18:05	2927/2927	---M--	200	added ('OK')	image/png	etag:%22c15856169afb129fb8378e92c58c5d08%22	https://cdn.prod.website-files.com/68264700ea161932bdd80da7/68265a92868fa00b42b2d412_webclip.png	F:/My%20Web%20Sites/FOTOGRAFO/cdn.prod.website-files.com/68264700ea161932bdd80da7/68265a92868fa00b42b2d412_webclip.png	(from https://focusly-template.webflow.io/)
19:18:05	18643/18643	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20May%202025%2017:09:44%20GMT	https://focusly-template.webflow.io/about	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/about.html	(from https://focusly-template.webflow.io/)
19:18:05	16762/16762	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2002:12:40%20GMT	https://focusly-template.webflow.io/works/1	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/works/1.html	(from https://focusly-template.webflow.io/)
19:18:06	29263/29263	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2001:31:53%20GMT	https://focusly-template.webflow.io/process	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/process.html	(from https://focusly-template.webflow.io/)
19:18:06	14793/14793	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2023:00:55%20GMT	https://focusly-template.webflow.io/contact/1	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/contact/1.html	(from https://focusly-template.webflow.io/)
19:18:06	19437/19437	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:08:12%20GMT	https://focusly-template.webflow.io/contact/3	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/contact/3.html	(from https://focusly-template.webflow.io/)
19:18:06	25830/25830	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2021:03:14%20GMT	https://focusly-template.webflow.io/work/bronx	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/work/bronx.html	(from https://focusly-template.webflow.io/)
19:18:07	25210/25210	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2017:53:49%20GMT	https://focusly-template.webflow.io/work/movve	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/work/movve.html	(from https://focusly-template.webflow.io/)
19:18:07	25406/25406	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Jun%202025%2019:24:29%20GMT	https://focusly-template.webflow.io/work/minimalista	F:/My%20Web%20Sites/FOTOGRAFO/focusly-template.webflow.io/work/minimalista.html	(from https://focusly-template.webflow.io/)
